"","master_key","cntyvtd","county"
"2695","n4392174","4392174","Tarrant"
"2696","n4393469","4393469","Tarrant"
"2697","n4394707","4394707","Tarrant"
"2698","n4510124","4510124","Tom Green"
"2699","n4530381C","4530381C","Travis"
"2700","n4910205","4910205","Williamson"
"2701","n2010877","2010877","Harris"
"2702","n2090101","2090101","Hays"
"2703","n2870404","2870404","Lee"
"2704","n3610007","3610007","Orange"
"2705","n4010113","4010113","Rusk"
"2706","n4394051","4394051","Tarrant"
"2707","n1810308","1810308","Grayson"
"2708","n1870215","1870215","Guadalupe"
"2709","n2010045B","2010045B","Harris"
"2710","n2010377","2010377","Harris"
"2711","n2010128","2010128","Harris"
"2712","n2011123","2011123","Harris"
"2713","n291076","291076","Bexar"
"2714","n1132146","1132146","Dallas"
"2715","n1410013","1410013","El Paso"
"2716","n1410099","1410099","El Paso"
"2717","n1572052","1572052","Fort Bend"
"2718","n1571054","1571054","Fort Bend"
"2719","n4570006","4570006","Tyler"
"2720","n4610006","4610006","Upton"
"2721","n4790356","4790356","Webb"
"2722","n4870019","4870019","Wilbarger"
"2723","n5010202","5010202","Yoakum"
"2724","n2150184","2150184","Hidalgo"
"2725","n3730012","3730012","Polk"
"2726","n4230019","4230019","Smith"
"2727","n4391337","4391337","Tarrant"
"2728","n4393194","4393194","Tarrant"
"2729","n4530136","4530136","Travis"
"2730","n1730001","1730001","Glasscock"
"2731","n2010191","2010191","Harris"
"2732","n2011063","2011063","Harris"
"2733","n2010437","2010437","Harris"
"2734","n2010731","2010731","Harris"
"2735","n2010523","2010523","Harris"
"2736","n270303","270303","Bell"
"2737","n292060","292060","Bexar"
"2738","n293204","293204","Bexar"
"2739","n350006","350006","Bosque"
"2740","n1134068","1134068","Dallas"
"2741","n1131316","1131316","Dallas"
"2742","n4430002B","4430002B","Terrell"
"2743","n4770320","4770320","Washington"
"2744","n3090081","3090081","Mclennan"
"2745","n3390065","3390065","Montgomery"
"2746","n3490103","3490103","Navarro"
"2747","n3630014","3630014","Palo Pinto"
"2748","n4393624","4393624","Tarrant"
"2749","n4410406","4410406","Taylor"
"2750","n1132507","1132507","Dallas"
"2751","n1410159","1410159","El Paso"
"2752","n1850005","1850005","Grimes"
"2753","n2010583","2010583","Harris"
"2754","n2030004","2030004","Harrison"
"2755","n2150084","2150084","Hidalgo"
"2756","n291122A","291122A","Bexar"
"2757","n390046","390046","Brazoria"
"2758","n610085","610085","Cameron"
"2759","n850071","850071","Collin"
"2760","n1131057","1131057","Dallas"
"2761","n1134532","1134532","Dallas"
"2762","n4850103","4850103","Wichita"
"2763","n2771A3B","2771A3B","Lamar"
"2764","n4090107","4090107","San Patricio"
"2765","n4170202","4170202","Shackelford"
"2766","n4394475","4394475","Tarrant"
"2767","n4391459","4391459","Tarrant"
"2768","n4830101","4830101","Wheeler"
"2769","n1410053","1410053","El Paso"
"2770","n1890316","1890316","Hale"
"2771","n2010483","2010483","Harris"
"2772","n2090351","2090351","Hays"
"2773","n2430005","2430005","Jeff Davis"
"2774","n2730011","2730011","Kleberg"
"2775","n291019","291019","Bexar"
"2776","n292105","292105","Bexar"
"2777","n293158","293158","Bexar"
"2778","n530002","530002","Burnet"
"2779","n750301","750301","Childress"
"2780","n850217","850217","Collin"
"2781","n4392158","4392158","Tarrant"
"2782","n4393422","4393422","Tarrant"
"2783","n4710401","4710401","Walker"
"2784","n2510015","2510015","Johnson"
"2785","n3210010","3210010","Matagorda"
"2786","n3390107","3390107","Montgomery"
"2787","n3390110","3390110","Montgomery"
"2788","n3610001","3610001","Orange"
"2789","n4391004","4391004","Tarrant"
"2790","n1134017","1134017","Dallas"
"2791","n1132910","1132910","Dallas"
"2792","n1574037","1574037","Fort Bend"
"2793","n2010629","2010629","Harris"
"2794","n2150127","2150127","Hidalgo"
"2795","n2270405","2270405","Howard"
"2796","n150208","150208","Austin"
"2797","n293060","293060","Bexar"
"2798","n294099","294099","Bexar"
"2799","n410014","410014","Brazos"
"2800","n610039","610039","Cameron"
"2801","n850117","850117","Collin"
"2802","n4391296","4391296","Tarrant"
"2803","n4394232","4394232","Tarrant"
"2804","n4550021","4550021","Trinity"
"2805","n2710002","2710002","Kinney"
"2806","n3030178","3030178","Lubbock"
"2807","n3310210","3310210","Milam"
"2808","n3550041","3550041","Nueces"
"2809","n3730006","3730006","Polk"
"2810","n4170404","4170404","Shackelford"
"2811","n1010401","1010401","Cottle"
"2812","n1133096","1133096","Dallas"
"2813","n1213150","1213150","Denton"
"2814","n2010774","2010774","Harris"
"2815","n213003C","213003C","Henderson"
"2816","n2450046","2450046","Jefferson"
"2817","n50033","50033","Angelina"
"2818","n270306","270306","Bell"
"2819","n293120","293120","Bexar"
"2820","n292145","292145","Bexar"
"2821","n350003","350003","Bosque"
"2822","n410031","410031","Brazos"
"2823","n4530340","4530340","Travis"
"2824","n4770307","4770307","Washington"
"2825","n489007A","489007A","Willacy"
"2826","n2010420","2010420","Harris"
"2827","n2011083","2011083","Harris"
"2828","n2150247","2150247","Hidalgo"
"2829","n4210302","4210302","Sherman"
"2830","n4392645","4392645","Tarrant"
"2831","n4530112","4530112","Travis"
"2832","n850091","850091","Collin"
"2833","n1571165","1571165","Fort Bend"
"2834","n1890102","1890102","Hale"
"2835","n2010917","2010917","Harris"
"2836","n2010586","2010586","Harris"
"2837","n2010088","2010088","Harris"
"2838","n90009","90009","Archer"
"2839","n292003","292003","Bexar"
"2840","n292168","292168","Bexar"
"2841","n370020","370020","Bowie"
"2842","n730025","730025","Cherokee"
"2843","n1134152","1134152","Dallas"
"2844","n4530140","4530140","Travis"
"2845","n4630003","4630003","Uvalde"
"2846","n4790176A","4790176A","Webb"
"2847","n1574150","1574150","Fort Bend"
"2848","n2010563","2010563","Harris"
"2849","n2010065","2010065","Harris"
"2850","n2010728","2010728","Harris"
"2851","n4394632","4394632","Tarrant"
"2852","n4392744","4392744","Tarrant"
"2853","n1132035","1132035","Dallas"
"2854","n1131102","1131102","Dallas"
"2855","n1133210","1133210","Dallas"
"2856","n1133618","1133618","Dallas"
"2857","n1214195","1214195","Denton"
"2858","n1391032","1391032","Ellis"
"2859","n610022","610022","Cameron"
"2860","n1131137","1131137","Dallas"
"2861","n1132079","1132079","Dallas"
"2862","n1132903","1132903","Dallas"
"2863","n1211007","1211007","Denton"
"2864","n1214169","1214169","Denton"
"2865","n3550058","3550058","Nueces"
"2866","n38702-4","38702-4","Red River"
"2867","n4370009","4370009","Swisher"
"2868","n4394312","4394312","Tarrant"
"2869","n4650024","4650024","Val Verde"
"2870","n1391009","1391009","Ellis"
"2871","n1672301","1672301","Galveston"
"2872","n2090450B","2090450B","Hays"
"2873","n2510018","2510018","Johnson"
"2874","n2990204","2990204","Llano"
"2875","n3290405","3290405","Midland"
"2876","n270116","270116","Bell"
"2877","n294056","294056","Bexar"
"2878","n410057","410057","Brazos"
"2879","n850160","850160","Collin"
"2880","n910206","910206","Comal"
"2881","n1133016","1133016","Dallas"
"2882","n4970007","4970007","Wise"
"2883","n2010277","2010277","Harris"
"2884","n2490017","2490017","Jim Wells"
"2885","n3310420","3310420","Milam"
"2886","n3550084","3550084","Nueces"
"2887","n4391062","4391062","Tarrant"
"2888","n4530307","4530307","Travis"
"2889","n1150005","1150005","Dawson"
"2890","n1410136","1410136","El Paso"
"2891","n1470003","1470003","Fannin"
"2892","n1870229","1870229","Guadalupe"
"2893","n1890406","1890406","Hale"
"2894","n2010940","2010940","Harris"
"2895","n294082","294082","Bexar"
"2896","n550402","550402","Caldwell"
"2897","n710006","710006","Chambers"
"2898","n1131082","1131082","Dallas"
"2899","n1391052","1391052","Ellis"
"2900","n1610004B","1610004B","Freestone"
"2901","n3690303","3690303","Parmer"
"2902","n4391098","4391098","Tarrant"
"2903","n4391701","4391701","Tarrant"
"2904","n4394528","4394528","Tarrant"
"2905","n4930102","4930102","Wilson"
"2906","n1770007","1770007","Gonzales"
"2907","n2010251","2010251","Harris"
"2908","n2090319","2090319","Hays"
"2909","n2310430","2310430","Hunt"
"2910","n2470002","2470002","Jim Hogg"
"2911","n3070403","3070403","Mcculloch"
"2912","n50008","50008","Angelina"
"2913","n50013","50013","Angelina"
"2914","n670012","670012","Cass"
"2915","n1131050","1131050","Dallas"
"2916","n1219304","1219304","Denton"
"2917","n1410016","1410016","El Paso"
"2918","n4510401","4510401","Tom Green"
"2919","n2450006","2450006","Jefferson"
"2920","n3030017","3030017","Lubbock"
"2921","n3810420","3810420","Randall"
"2922","n4391623","4391623","Tarrant"
"2923","n4391610","4391610","Tarrant"
"2924","n4392553","4392553","Tarrant"
"2925","n1630006","1630006","Frio"
"2926","n2011109","2011109","Harris"
"2927","n2011103","2011103","Harris"
"2928","n2090423B","2090423B","Hays"
"2929","n223001A","223001A","Hopkins"
"2930","n2370003","2370003","Jack"
"2931","n250010","250010","Bee"
"2932","n292181G","292181G","Bexar"
"2933","n410074","410074","Brazos"
"2934","n910407","910407","Comal"
"2935","n1134112","1134112","Dallas"
"2936","n1133321","1133321","Dallas"
"2937","n3090043","3090043","Mclennan"
"2938","n3670120","3670120","Parker"
"2939","n4391518","4391518","Tarrant"
"2940","n4392464","4392464","Tarrant"
"2941","n4530271","4530271","Travis"
"2942","n4790267","4790267","Webb"
"2943","n1410116","1410116","El Paso"
"2944","n1870212","1870212","Guadalupe"
"2945","n2010543","2010543","Harris"
"2946","n2010960","2010960","Harris"
"2947","n2210107","2210107","Hood"
"2948","n2410008","2410008","Jasper"
"2949","n212015","212015","Bastrop"
"2950","n293097","293097","Bexar"
"2951","n410051","410051","Brazos"
"2952","n610002","610002","Cameron"
"2953","n950408","950408","Concho"
"2954","n1410093","1410093","El Paso"
"2955","n4530242","4530242","Travis"
"2956","n4850407","4850407","Wichita"
"2957","n4910166","4910166","Williamson"
"2958","n3090068","3090068","Mclennan"
"2959","n3290204","3290204","Midland"
"2960","n3550078","3550078","Nueces"
"2961","n3550126","3550126","Nueces"
"2962","n3670320","3670320","Parker"
"2963","n4391165","4391165","Tarrant"
"2964","n1710008","1710008","Gillespie"
"2965","n1870305","1870305","Guadalupe"
"2966","n2010443","2010443","Harris"
"2967","n2010983","2010983","Harris"
"2968","n2450083","2450083","Jefferson"
"2969","n3090020","3090020","Mclennan"
"2970","n610065","610065","Cameron"
"2971","n850097","850097","Collin"
"2972","n990103","990103","Coryell"
"2973","n1132016","1132016","Dallas"
"2974","n1214211","1214211","Denton"
"2975","n1410073","1410073","El Paso"
"2976","n3030038","3030038","Lubbock"
"2977","n3810204","3810204","Randall"
"2978","n41901SW","41901SW","Shelby"
"2979","n4391388","4391388","Tarrant"
"2980","n1571148A","1571148A","Fort Bend"
"2981","n1670353","1670353","Galveston"
"2982","n2150004","2150004","Hidalgo"
"2983","n2150253","2150253","Hidalgo"
"2984","n2450026","2450026","Jefferson"
"2985","n2650405","2650405","Kerr"
"2986","n390009","390009","Brazoria"
"2987","n810001","810001","Coke"
"2988","n1134088","1134088","Dallas"
"2989","n1131171","1131171","Dallas"
"2990","n1133612","1133612","Dallas"
"2991","n1350403","1350403","Ector"
"2992","n3490307","3490307","Navarro"
"2993","n397003AB","397003AB","Rockwall"
"2994","n4394602","4394602","Tarrant"
"2995","n4392002","4392002","Tarrant"
"2996","n1573139","1573139","Fort Bend"
"2997","n2010023","2010023","Harris"
"2998","n2090205","2090205","Hays"
"2999","n2310108","2310108","Hunt"
"3000","n2910009","2910009","Liberty"
"3001","n3390046","3390046","Montgomery"
"3002","n130009","130009","Atascosa"
"3003","n291102","291102","Bexar"
"3004","n293077","293077","Bexar"
"3005","n294119","294119","Bexar"
"3006","n850134","850134","Collin"
"3007","n1110003","1110003","Dallam"
"3008","n4550003","4550003","Trinity"
"3009","n4850208","4850208","Wichita"
"3010","n4970022","4970022","Wise"
"3011","n2450063","2450063","Jefferson"
"3012","n2750101","2750101","Knox"
"3013","n4130001","4130001","Schleicher"
"3014","n4391555","4391555","Tarrant"
"3015","n4391244","4391244","Tarrant"
"3016","n4530163","4530163","Travis"
"3017","n1410036","1410036","El Paso"
"3018","n149301W","149301W","Fayette"
"3019","n2010791","2010791","Harris"
"3020","n2010214","2010214","Harris"
"3021","n2011040","2011040","Harris"
"3022","n2010463","2010463","Harris"
"3023","n291039","291039","Bexar"
"3024","n293139B","293139B","Bexar"
"3025","n410093","410093","Brazos"
"3026","n550101","550101","Caldwell"
"3027","n1132401","1132401","Dallas"
"3028","n1212070","1212070","Denton"
"3029","n3090062","3090062","Mclennan"
"3030","n3650007","3650007","Panola"
"3031","n4393363","4393363","Tarrant"
"3032","n4393720","4393720","Tarrant"
"3033","n4530405","4530405","Travis"
"3034","n4910150","4910150","Williamson"
"3035","n1810104","1810104","Grayson"
"3036","n1870119","1870119","Guadalupe"
"3037","n2010854","2010854","Harris"
"3038","n2010400","2010400","Harris"
"3039","n2150147","2150147","Hidalgo"
"3040","n2150061","2150061","Hidalgo"
"3041","n293040","293040","Bexar"
"3042","n291138","291138","Bexar"
"3043","n291144","291144","Bexar"
"3044","n293034","293034","Bexar"
"3045","n1134513","1134513","Dallas"
"3046","n1134507","1134507","Dallas"
"3047","n4530225","4530225","Travis"
"3048","n4590009","4590009","Upshur"
"3049","n4590003","4590003","Upshur"
"3050","n4790457","4790457","Webb"
"3051","n2010500","2010500","Harris"
"3052","n3090006","3090006","Mclennan"
"3053","n3370010","3370010","Montague"
"3054","n3370004","3370004","Montague"
"3055","n3550021","3550021","Nueces"
"3056","n4394551","4394551","Tarrant"
"3057","n1133111","1133111","Dallas"
"3058","n1133117","1133117","Dallas"
"3059","n2010257","2010257","Harris"
"3060","n2010748","2010748","Harris"
"3061","n2010754","2010754","Harris"
"3062","n2010506","2010506","Harris"
"3063","n294225","294225","Bexar"
"3064","n292125","292125","Bexar"
"3065","n292082","292082","Bexar"
"3066","n1134043","1134043","Dallas"
"3067","n1133982","1133982","Dallas"
"3068","n1131703","1131703","Dallas"
"3069","n3390087","3390087","Montgomery"
"3070","n3450004","3450004","Motley"
"3071","n3910004","3910004","Refugio"
"3072","n4490002","4490002","Titus"
"3073","n291111","291111","Bexar"
"3074","n2010909","2010909","Harris"
"3075","n1132090","1132090","Dallas"
"3076","n4130004","4130004","Schleicher"
"3077","n3550112","3550112","Nueces"
"3078","n294188","294188","Bexar"
"3079","n2010612","2010612","Harris"
"3080","n1132045","1132045","Dallas"
"3081","n1170002","1170002","Deaf Smith"
"3082","n1350303","1350303","Ector"
"3083","n2410017","2410017","Jasper"
"3084","n3410301","3410301","Moore"
"3085","n1213159","1213159","Denton"
"3086","n1131732","1131732","Dallas"
"3087","n1890203","1890203","Hale"
"3088","n3490109","3490109","Navarro"
"3089","n4391012","4391012","Tarrant"
"3090","n2010737","2010737","Harris"
"3091","n291068","291068","Bexar"
"3092","n1870308","1870308","Guadalupe"
"3093","n2010969","2010969","Harris"
"3094","n310102","310102","Blanco"
"3095","n4530230","4530230","Travis"
"3096","n2010757","2010757","Harris"
"3097","n530008","530008","Burnet"
"3098","n4530345","4530345","Travis"
"3099","n1214178","1214178","Denton"
"3100","n2010800","2010800","Harris"
"3101","n510113","510113","Burleson"
"3102","n4510421","4510421","Tom Green"
"3103","n2010015","2010015","Harris"
"3104","n2490009","2490009","Jim Wells"
"3105","n410040","410040","Brazos"
"3106","n1214220","1214220","Denton"
"3107","n2550003","2550003","Karnes"
"3108","n4391586","4391586","Tarrant"
"3109","n4530170","4530170","Travis"
"3110","n4392058","4392058","Tarrant"
"3111","n1330009","1330009","Eastland"
"3112","n2010694","2010694","Harris"
"3113","n2330011","2330011","Hutchinson"
"3114","n3290207","3290207","Midland"
"3115","n410102","410102","Brazos"
"3116","n1131328","1131328","Dallas"
"3117","n2450055","2450055","Jefferson"
"3118","n1910101","1910101","Hall"
"3119","n4391117","4391117","Tarrant"
"3120","n1132309","1132309","Dallas"
"3121","n570007","570007","Calhoun"
"3122","n1870221","1870221","Guadalupe"
"3123","n1132110","1132110","Dallas"
"3124","n4530386C","4530386C","Travis"
"3125","n1211053","1211053","Denton"
"3126","n610051","610051","Cameron"
"3127","n3390055","3390055","Montgomery"
"3128","n390055","390055","Brazoria"
"3129","n2270045","2270045","Howard"
"3130","n1132025","1132025","Dallas"
"3131","n292012","292012","Bexar"
"3132","n2010926","2010926","Harris"
"3133","n2010632","2010632","Harris"
"3134","n1410022","1410022","El Paso"
"3135","n1213116","1213116","Denton"
"3136","n2010863","2010863","Harris"
"3137","n1830015","1830015","Gregg"
"3138","n4391351","4391351","Tarrant"
"3139","n1391018","1391018","Ellis"
"3140","n3370013","3370013","Montague"
"3141","n4530471","4530471","Travis"
"3142","n390078","390078","Brazoria"
"3143","n1214181","1214181","Denton"
"3144","n1212096","1212096","Denton"
"3145","n2010717","2010717","Harris"
"3146","n291005","291005","Bexar"
"3147","n37008C","37008C","Bowie"
"3148","n4530253","4530253","Travis"
"3149","n2010777","2010777","Harris"
"3150","n4230074","4230074","Smith"
"3151","n150311","150311","Austin"
"3152","n2010675A","2010675A","Harris"
"3153","n270309","270309","Bell"
"3154","n4530173","4530173","Travis"
"3155","n350009","350009","Bosque"
"3156","n1730004","1730004","Glasscock"
"3157","n321001A","321001A","Matagorda"
"3158","n214024","214024","Bastrop"
